customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
C4175;Female;0;No;No;37;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;No;Credit card (automatic);28,6;973.55;1
C3822;Female;1;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,2;74.2;1
C2896;Female;0;Yes;No;37;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);19,85;717.5;0
C3681;Male;0;Yes;No;9;No;No phone service;DSL;No;No;No;Yes;Yes;No;Month-to-month;No;Mailed check;40,65;328.95;1
C5821;Male;0;Yes;No;60;Yes;No;DSL;Yes;No;No;No;Yes;No;One year;Yes;Mailed check;59,8;3561.15;0
C619;Female;0;No;No;57;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);87,55;4884.85;0
C6026;Female;0;No;Yes;41;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);45,2;1841.9;0
C5186;Female;0;No;Yes;50;Yes;No;DSL;Yes;No;Yes;Yes;Yes;No;One year;Yes;Credit card (automatic);70,8;3478.15;0
C3665;Male;0;No;No;4;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;50,8;202.3;0
C4532;Male;0;Yes;Yes;9;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);79,35;661.25;1
C3114;Male;0;Yes;No;36;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,4;3474.2;0
C4181;Female;1;No;No;2;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;24,35;41.85;1
C1414;Male;0;Yes;Yes;65;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;Two year;No;Credit card (automatic);94,55;6078.75;0
C2202;Female;0;No;No;36;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Bank transfer (automatic);85,85;3003.55;0
C2002;Female;0;No;No;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,15;117.95;0
C5253;Male;1;Yes;No;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;107,5;7713.55;0
C870;Male;0;No;Yes;3;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;26,4;121.25;0
C2359;Female;0;Yes;No;55;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;19,7;1140.05;0
C2007;Male;0;No;No;5;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;47,15;223.15;1
C3091;Male;0;No;No;1;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;53,5;53.5;1
C4473;Male;0;Yes;Yes;68;Yes;No;Fiber optic;Yes;No;Yes;No;No;No;Two year;No;Credit card (automatic);80,35;5375.15;0
C4875;Female;0;No;No;38;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);83,9;3233.6;1
C357;Female;1;No;No;16;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;54,1;889;0
C1163;Female;0;No;No;67;Yes;No;DSL;Yes;No;Yes;Yes;No;Yes;One year;Yes;Bank transfer (automatic);72,35;4991.5;0
C5348;Male;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);116,95;8594.4;0
C3065;Female;0;No;No;21;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;68,65;1493.2;0
C3126;Male;0;No;No;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19;78.9;0
C3493;Female;0;No;No;3;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Mailed check;29,2;98.5;0
C5485;Male;0;Yes;Yes;69;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Two year;Yes;Electronic check;99,35;6856.45;0
C3750;Male;1;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;93,85;196.75;1
C6946;Male;0;Yes;Yes;70;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Two year;No;Bank transfer (automatic);98,3;6859.5;1
C1891;Female;0;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;21;21;1
C580;Male;0;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,65;38.8;0
C2320;Male;0;Yes;Yes;11;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;90,6;1020.2;0
C5629;Female;0;No;No;13;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;96,65;1244.5;1
C1692;Male;0;Yes;Yes;60;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,65;1161.75;0
C863;Male;1;Yes;No;20;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;73,65;1463.5;1
C4766;Male;0;No;No;37;No;No phone service;DSL;No;No;No;No;Yes;No;Two year;No;Credit card (automatic);35,8;1316.9;0
C4523;Male;0;Yes;No;30;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);20,7;587.1;0
C2381;Male;0;Yes;Yes;60;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);103,75;5969.95;0
C2379;Female;0;Yes;No;35;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,3;2416.55;1
C4961;Male;1;No;No;50;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,7;4816.7;1
C5452;Female;0;Yes;No;71;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;One year;No;Mailed check;95,65;6856.95;0
C4626;Female;1;No;No;8;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);74,05;600.15;0
C1117;Female;0;No;No;38;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check;24,25;914.4;0
C1542;Male;0;No;No;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19,85;1434.1;0
C6961;Female;1;Yes;No;42;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;95,55;3930.6;0
C5417;Female;0;Yes;Yes;57;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Electronic check;95;5535.8;0
C6479;Female;0;Yes;No;60;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);110,8;6640.7;0
C3650;Male;0;Yes;Yes;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);25,35;1847.55;0
C4752;Male;0;No;No;11;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);23,15;245.2;1
C5624;Male;0;No;No;40;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;51,1;2092.9;0
C3298;Female;0;Yes;No;42;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);84,35;3571.6;0
C4707;Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;44,45;44.45;1
C6168;Male;0;Yes;Yes;47;Yes;No;Fiber optic;Yes;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;90,05;4137.2;0
C2501;Male;0;Yes;Yes;50;Yes;No;DSL;Yes;No;No;Yes;Yes;Yes;One year;No;Electronic check;75,5;4025.6;0
C6221;Male;0;Yes;Yes;10;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);53,7;521;0
C6230;Male;0;Yes;No;72;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);85,45;6227.5;0
C6240;Male;0;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Two year;Yes;Electronic check;99,4;7285.7;0
C6248;Male;0;No;No;60;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Two year;Yes;Electronic check;89,55;5231.2;0
C6931;Female;0;Yes;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);75,15;216.75;1
C6539;Male;0;No;No;2;Yes;No;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;Yes;Electronic check;79,85;152.45;1
C5301;Female;0;Yes;Yes;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;80,05;80.05;1
C6716;Female;0;No;No;11;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;89,2;990.3;0
C6712;Female;0;Yes;Yes;49;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;98,35;4889.2;0
C3410;Female;1;Yes;No;70;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;113,65;7714.65;0
C6727;Female;1;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;70,75;154.85;1
C5232;Male;1;Yes;No;16;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;98,75;1587.55;1
C4678;Male;0;Yes;No;10;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;99,85;990.9;1
C6754;Female;0;Yes;Yes;56;Yes;Yes;DSL;Yes;Yes;No;No;No;Yes;One year;No;Bank transfer (automatic);68,75;3815.4;0
C2053;Female;0;No;No;48;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;103,85;4946.05;0
C1777;Male;1;Yes;No;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);25;1802.55;0
C3500;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,9;20.9;1
C4306;Female;0;Yes;No;29;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19,55;521.8;0
C2537;Male;0;No;No;25;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);25,3;676.35;1
C5055;Female;0;No;No;68;Yes;No;DSL;Yes;No;Yes;No;No;No;One year;Yes;Credit card (automatic);54,45;3674.95;0
C3732;Male;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,8;146.65;0
C1593;Female;0;Yes;Yes;42;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);77,95;3384;1
C1724;Female;0;Yes;Yes;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,1;100.35;0
C5511;Male;0;No;No;18;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Credit card (automatic);101,3;1794.65;0
C2612;Male;0;Yes;No;10;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,3;738.2;1
C4787;Male;0;No;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;103,65;7634.8;0
C491;Male;0;Yes;Yes;63;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);104,8;6597.25;0
C5922;Female;0;No;No;27;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;No;Mailed check;78,2;2078.95;0
C2911;Female;0;Yes;Yes;35;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);25,4;949.8;0
C1007;Female;0;No;No;18;Yes;Yes;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;90,1;1612.75;1
C4231;Male;0;No;No;11;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;73,5;791.75;1
C2504;Male;0;Yes;Yes;44;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);20,6;926;0
C4437;Female;0;No;Yes;19;Yes;No;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;60,6;1297.8;0
C2315;Female;0;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);93,25;6688.95;0
C2555;Female;0;No;No;18;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;50;892.7;0
C1418;Female;1;No;No;18;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);49,85;865.75;0
C3097;Female;0;Yes;No;71;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);61,4;4310.35;0
C26;Female;0;No;No;30;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);55,3;1530.6;0
C2410;Male;0;Yes;Yes;28;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);60;1682.05;0
C1114;Female;0;Yes;No;37;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);78,95;2839.65;1
C4177;Male;0;Yes;Yes;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19,8;342.3;0
C1553;Female;0;Yes;Yes;31;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);80,55;2471.6;0
C6018;Male;0;No;No;5;Yes;No;DSL;No;No;Yes;Yes;No;No;Month-to-month;No;Electronic check;56,15;291.45;0
C5260;Male;1;Yes;No;30;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;77,9;2351.45;0
C5673;Female;0;Yes;No;49;Yes;Yes;DSL;Yes;Yes;Yes;No;No;Yes;One year;No;Electronic check;71,8;3472.05;0
C434;Male;0;No;No;12;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);45,4;518.9;1
C4085;Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;78,05;78.05;1
C2656;Female;0;No;Yes;4;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;No;Mailed check;89,6;365.65;1
C3928;Male;0;Yes;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);20,55;51.15;1
C4772;Female;0;No;No;3;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;79,4;244.65;1
C5207;Male;0;No;No;37;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);65,6;2313.8;0
C1128;Female;0;Yes;Yes;23;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;One year;Yes;Mailed check;66,25;1533.8;0
C4314;Female;0;No;No;23;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check;79,1;1783.75;0
C5225;Female;1;No;No;45;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);100,15;4459.8;0
C5553;Male;0;Yes;Yes;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);20,25;488.25;0
C2519;Male;0;No;No;24;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);99,65;2404.85;0
C6770;Male;0;No;No;48;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,85;916;0
C1103;Male;0;Yes;Yes;3;Yes;No;DSL;No;Yes;Yes;No;No;No;Month-to-month;Yes;Mailed check;56,15;168.15;1
C6061;Female;1;No;No;8;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;87,1;713.6;0
C4774;Male;0;No;No;44;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;One year;Yes;Mailed check;53,95;2375.4;1
C4249;Female;0;Yes;No;56;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;No;Electronic check;90,55;5116.6;0
C5220;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,6;20.6;0
C4891;Male;0;Yes;Yes;53;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;92,55;4779.45;0
C195;Male;0;Yes;Yes;59;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,3;1192.7;0
C616;Female;0;No;No;15;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;48,85;631.4;0
C644;Female;1;No;No;49;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;One year;Yes;Bank transfer (automatic);89,85;4287.2;0
C5063;Female;0;Yes;No;39;No;No phone service;DSL;Yes;No;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;55,9;2184.35;1
C3117;Female;1;No;No;44;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;One year;No;Credit card (automatic);89,15;3990.75;0
C3411;Male;0;No;No;3;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;No;Credit card (automatic);53,4;188.7;1
C2777;Male;1;Yes;No;16;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);74,3;1178.25;1
C5775;Male;0;No;No;5;Yes;No;DSL;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);65,6;339.9;0
C5952;Female;0;No;No;37;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;No;Credit card (automatic);100,3;3541.4;0
C5903;Female;0;Yes;No;9;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Mailed check;50,85;466.6;0
C331;Female;0;Yes;Yes;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19,85;739.35;0
C2208;Female;0;Yes;No;7;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;86,25;587.1;1
C5050;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);20,2;20.2;1
C6516;Female;0;No;No;29;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);25,1;712.85;1
C2671;Female;0;Yes;Yes;51;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;No;One year;Yes;Mailed check;95,15;5000.05;0
C973;Male;0;No;No;58;Yes;No;DSL;No;Yes;Yes;Yes;Yes;No;Two year;No;Bank transfer (automatic);70,1;4048.95;0
C484;Female;0;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);108,5;8003.8;0
C2421;Male;0;Yes;Yes;4;No;No phone service;DSL;Yes;No;No;No;Yes;No;Month-to-month;No;Credit card (automatic);38,55;156.1;0
C2603;Female;0;Yes;Yes;64;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;111,45;7266.95;0
C720;Male;1;Yes;No;68;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);80,35;5589.3;0
C3625;Female;1;Yes;Yes;62;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);96,1;6019.35;0
C2060;Male;0;Yes;Yes;37;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;92,95;3415.25;0
C2804;Female;0;No;No;43;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);19,65;779.25;0
C2567;Female;0;Yes;Yes;65;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);91,55;5963.95;0
C4705;Male;0;No;No;1;Yes;Yes;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Electronic check;61,15;61.15;0
C33;Female;0;Yes;Yes;27;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;One year;No;Mailed check;66,15;1874.45;0
C665;Female;0;Yes;Yes;57;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19,5;1167.6;0
C5541;Female;0;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,55;20.55;1
C5304;Male;0;No;Yes;43;No;No phone service;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;40,45;1912.85;0
C5814;Male;0;Yes;Yes;48;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);111,8;5443.65;0
C1445;Male;0;No;Yes;41;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;111,15;4507.15;0
C3356;Female;0;Yes;No;68;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;No;Two year;No;Credit card (automatic);90,2;6297.65;0
C2793;Female;0;No;No;15;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;48,85;736.8;0
C4957;Female;1;No;No;8;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);94,45;742.95;1
C6865;Female;1;No;No;3;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;25,3;77.75;1
C1706;Female;1;Yes;No;55;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;No;Electronic check;90,45;5044.8;0
C5171;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,65;19.65;0
C5503;Male;1;Yes;No;16;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);71,8;1167.8;1
C4735;Male;0;Yes;Yes;39;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);80;3182.95;1
C4064;Female;0;No;No;10;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;94,85;953.45;1
C4686;Female;0;Yes;No;46;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);108,9;4854.3;0
C3228;Male;0;Yes;Yes;12;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;56,3;628.65;0
C119;Female;0;No;No;41;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,65;835.15;0
C2278;Male;0;No;No;65;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;109,15;6941.2;1
C2906;Female;0;Yes;No;21;Yes;No;Fiber optic;No;No;Yes;Yes;No;No;One year;No;Electronic check;79,2;1742.45;0
C1402;Female;1;No;No;4;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);99,8;442.85;1
C740;Female;1;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);89,85;6697.35;0
C2457;Male;0;Yes;Yes;47;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;24,55;1160.45;0
C171;Male;0;Yes;No;43;Yes;No;Fiber optic;Yes;No;Yes;Yes;No;No;One year;Yes;Bank transfer (automatic);84,25;3539.25;0
C541;Female;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);113,1;8248.5;0
C884;Female;0;Yes;No;67;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;111,25;7511.65;0
C5278;Female;0;No;No;6;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;89,3;577.6;1
C4723;Female;0;No;No;60;Yes;No;DSL;No;Yes;Yes;Yes;Yes;No;One year;Yes;Credit card (automatic);70,15;4224.7;0
C3444;Male;1;Yes;No;40;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;One year;Yes;Credit card (automatic);98,15;4116.8;0
C3801;Female;0;No;Yes;66;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;No;No;Two year;Yes;Credit card (automatic);90,95;5930.05;0
C675;Male;1;No;No;52;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;49,15;2550.9;1
C3210;Female;0;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;93,85;93.85;1
C6508;Female;0;Yes;Yes;58;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);93,4;5435.6;1
C2916;Female;0;Yes;Yes;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);63,8;4684.3;0
C3287;Male;1;No;No;35;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,45;3474.05;1
C1816;Female;0;Yes;No;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20,5;1502.25;0
C5390;Female;0;Yes;No;51;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;69,15;3649.6;0
C6118;Male;0;No;No;69;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);19,3;1447.9;0
C2101;Male;0;Yes;No;69;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;No;Bank transfer (automatic);99,5;6841.45;0
C4594;Female;0;No;No;11;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);20,3;246.3;0
